video_name,vid,resolution,width,height,pixfmt,framerate,bitrate_rawvideo (kb/s),bitrate_encoded (kb/s),PSNR,VMAF,QP,target_encode_energy_uj,decode_energy_uj,total_energy_uj
Animation_2160P-41dc,Animation_2160P-41dc,2160,3840,2160,yuv420p,15,1492998,5644,28.631495,58.190341,40,3584.3997166050885,149.35474740229998,3733.754464007389
Animation_2160P-41dc,Animation_2160P-41dc,2160,3840,2160,yuv420p,15,1492998,1038,22.808839,28.417252,50,2045.2418405086755,105.17014910585716,2150.411989614533
Animation_2160P-41dc,Animation_2160P-41dc_downsample_1080p,1080,1920,1080,yuv420p,15,1492998,76499,31.959274,91.846972,10,4211.641217444802,288.7948918,4500.436109218303
Animation_2160P-41dc,Animation_2160P-41dc_downsample_1080p,1080,1920,1080,yuv420p,15,1492998,28136,31.275912,86.690164,20,2916.438075187639,149.71124676155554,3066.1493219491945
Animation_2160P-41dc,Animation_2160P-41dc_downsample_1080p,1080,1920,1080,yuv420p,15,1492998,7490,29.387139,70.430703,30,1698.951881550752,70.73660941004998,1769.688490960802
Animation_2160P-41dc,Animation_2160P-41dc_downsample_1080p,1080,1920,1080,yuv420p,15,1492998,1831,25.927272,43.027369,40,917.8739894335508,32.92489636369999,950.7988857972508
Animation_2160P-41dc,Animation_2160P-41dc_downsample_1080p,1080,1920,1080,yuv420p,15,1492998,225,21.786368,23.530741,50,442.8942244562648,15.474033145599998,458.3682576018648
Animation_2160P-41dc,Animation_2160P-41dc_downsample_720p,720,1280,720,yuv420p,15,1492998,33836,27.54911,79.331506,10,2008.5352754539465,136.33174896840703,2144.867024422353
Animation_2160P-41dc,Animation_2160P-41dc_downsample_720p,720,1280,720,yuv420p,15,1492998,12219,27.287023,71.49301,20,1426.382627545596,64.78280741513514,1491.165434960731
Animation_2160P-41dc,Animation_2160P-41dc_downsample_720p,720,1280,720,yuv420p,15,1492998,3438,26.444529,55.097976,30,801.3301407755467,28.28995708774092,829.6200978632877
Animation_2160P-41dc,Animation_2160P-41dc_downsample_720p,720,1280,720,yuv420p,15,1492998,841,24.423665,33.977802,40,424.9343966730966,15.009320387280004,439.9437170603766
Animation_2160P-41dc,Animation_2160P-41dc_downsample_720p,720,1280,720,yuv420p,15,1492998,77,21.516936,21.283762,50,182.20578223624503,7.389247587864286,189.5950298241093
Vlog_2160P-030a,Vlog_2160P-030a,2160,3840,2160,yuv420p,23.97602398,2386411,185000,48.628666,99.844952,10,20083.38866695438,894.5447593471816,20977.93342630156
